Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
1.972413,0.01723289,1.044913,-1.181231,0.8407188,-0.5381309,-0.0154198,0.05804536,
1.983606,0.01737046,1.044914,-1.181211,0.8407302,-0.5381135,-0.01538401,0.05805101,
1.99474,0.01748419,1.044943,-1.181199,0.8407056,-0.5381642,-0.01541183,0.05793031,
2.005817,0.0175848,1.044909,-1.181224,0.8408102,-0.5380312,-0.01524145,0.05769091,
2.017039,0.01772547,1.044977,-1.181155,0.8408443,-0.5379853,-0.01518635,0.05763619,
2.031167,0.0178535,1.044971,-1.181177,0.8408976,-0.5378996,-0.01505355,0.05769505,
2.041795,0.01798677,1.045043,-1.181228,0.8409089,-0.5378879,-0.01493305,0.05767083,
2.050339,0.0181179,1.045066,-1.181251,0.8409629,-0.5378165,-0.0148728,0.0575633,
2.061539,0.01821637,1.045102,-1.18135,0.8409993,-0.5377842,-0.01480653,0.05735012,
2.07253,0.01829672,1.045115,-1.181395,0.840996,-0.5377963,-0.01476572,0.05729618,
2.083612,0.018399,1.045107,-1.181412,0.841024,-0.5377517,-0.01459366,0.05734857,
2.094668,0.0184412,1.044973,-1.18147,0.8410297,-0.5377319,-0.01457424,0.05745526,
2.1059,0.01848698,1.044909,-1.18154,0.8410266,-0.5377047,-0.01441903,0.05779376,
2.117161,0.01851273,1.044879,-1.181569,0.8410102,-0.5377217,-0.01432338,0.05789686,
2.129449,0.01854777,1.044861,-1.181608,0.8410244,-0.5377071,-0.01431766,0.05782771,
2.139151,0.01853514,1.0448,-1.181708,0.8410323,-0.5376995,-0.01437815,0.05776938,
2.150325,0.0185771,1.044781,-1.181772,0.8410159,-0.5377338,-0.01434936,0.05769653,
2.161268,0.0186801,1.044788,-1.18186,0.8410137,-0.5377325,-0.01432884,0.05774397,
2.172328,0.01874804,1.044856,-1.181954,0.8410234,-0.5376967,-0.01429213,0.05794419,
2.183482,0.01869392,1.044907,-1.182104,0.8410469,-0.5376456,-0.0140736,0.05813213,
2.194618,0.01863837,1.04491,-1.182197,0.8411055,-0.5375413,-0.01409344,0.05824411,
2.205482,0.01864243,1.044916,-1.182332,0.8411705,-0.5374323,-0.01406354,0.05831679,
2.216946,0.01860547,1.044911,-1.182464,0.841171,-0.5374285,-0.01412591,0.05833032,
2.227962,0.0185895,1.044901,-1.182598,0.8412149,-0.537348,-0.01402348,0.05846423,
2.239026,0.01852131,1.044909,-1.182731,0.8412597,-0.5372735,-0.01398305,0.05851416,
2.250277,0.01848555,1.044891,-1.182874,0.8413277,-0.5371649,-0.01397159,0.05853625,
2.261282,0.01839614,1.044867,-1.183019,0.8413719,-0.5370867,-0.01404843,0.05859979,
2.272225,0.01830196,1.044831,-1.183151,0.8414063,-0.5370288,-0.01407069,0.05862954,
2.28345,0.01823282,1.044838,-1.183263,0.8414748,-0.5369166,-0.01400833,0.05868917,
2.294661,0.01810169,1.044853,-1.183288,0.8415475,-0.5368078,-0.01385646,0.05867799,
2.305601,0.01801085,1.044844,-1.183419,0.8415632,-0.5367789,-0.01383224,0.0587228,
2.316766,0.01792812,1.044754,-1.183519,0.8415943,-0.5367278,-0.01368658,0.05877923,
2.327861,0.01785135,1.044713,-1.183659,0.8416225,-0.5366851,-0.0134867,0.05881174,
2.338846,0.01770735,1.044732,-1.183824,0.8416797,-0.5365979,-0.0132518,0.05884207,
2.35013,0.01757288,1.044705,-1.183973,0.8417415,-0.5364945,-0.01298572,0.05896002,
2.361191,0.01735735,1.044757,-1.18418,0.8418043,-0.5363827,-0.01323239,0.0590257,
2.372256,0.01721191,1.044814,-1.184337,0.8418373,-0.5363425,-0.01341469,0.05887884,
2.383634,0.01704741,1.044862,-1.18448,0.8419534,-0.5361785,-0.01338522,0.05871906,
2.394661,0.01690245,1.044858,-1.184619,0.8419791,-0.5361456,-0.01328241,0.05867438,
2.405693,0.01674104,1.044882,-1.184758,0.8420656,-0.5359994,-0.01324927,0.058776,
2.416759,0.01658964,1.044942,-1.18493,0.8421709,-0.5358036,-0.01337826,0.05902336,
2.428071,0.01642704,1.045003,-1.185027,0.8422352,-0.5356867,-0.01356602,0.05912357,
2.438874,0.01627564,1.045036,-1.185155,0.8423648,-0.5355034,-0.01363996,0.05892122,
