Time Stamp [s],Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
2.282669,0.1200557,0.09376526,-1.178433,-0.08614342,0.5275623,0.7283512,0.4286745,
2.293814,0.1200566,0.09376812,-1.178429,-0.0861595,0.5276468,0.7283227,0.4286157,
2.304823,0.1200483,0.0938282,-1.178449,-0.08608519,0.5276303,0.7283133,0.4286669,
2.315947,0.1200862,0.09377289,-1.17846,-0.08614834,0.5276417,0.7283282,0.4286149,
2.327071,0.1200991,0.09378147,-1.17846,-0.08618399,0.5276144,0.7283513,0.4286022,
2.338066,0.1200719,0.09378338,-1.178462,-0.08621145,0.5276868,0.7283443,0.4285194,
2.349296,0.1200001,0.09378338,-1.178367,-0.08633562,0.5276668,0.7283403,0.4285259,
2.360345,0.1199126,0.09367466,-1.178376,-0.08645576,0.5277523,0.728345,0.4283882,
2.371451,0.1198382,0.09363079,-1.178359,-0.08630104,0.5276865,0.7283873,0.4284286,
2.382796,0.1199377,0.09362411,-1.178451,-0.08640633,0.5277088,0.7283865,0.4283814,
2.393863,0.1198592,0.09360504,-1.178492,-0.08653719,0.5276414,0.7284591,0.4283144,
2.404909,0.1199443,0.09368706,-1.17858,-0.08649231,0.5276393,0.7284771,0.4282953,
2.415984,0.1199126,0.0935936,-1.178624,-0.08652037,0.5276163,0.7285255,0.4282358,
2.427277,0.1199877,0.093647,-1.178691,-0.08651255,0.5276609,0.7285051,0.4282171,
2.438103,0.1199474,0.09367943,-1.178632,-0.08663492,0.527666,0.7285882,0.4280447,
2.449245,0.1199284,0.09369373,-1.178607,-0.08658493,0.527626,0.7286043,0.4280769,
2.460352,0.1198745,0.09362888,-1.178596,-0.08661075,0.5276079,0.7286406,0.4280319,
2.471408,0.1198585,0.09359741,-1.178521,-0.08670048,0.5275705,0.7286748,0.4280017,
2.482548,0.1199932,0.09364796,-1.178529,-0.08666107,0.5276241,0.7286671,0.4279567,
2.493595,0.1198664,0.09361744,-1.178557,-0.08670955,0.5275474,0.7287484,0.4279029,
2.504635,0.1199427,0.09359169,-1.178638,-0.08676047,0.5275763,0.7287345,0.4278808,
2.516,0.1199088,0.09360886,-1.178622,-0.08675369,0.5276045,0.7287185,0.4278746,
2.52707,0.1198754,0.09361935,-1.178514,-0.0867302,0.5275388,0.728785,0.427847,
2.538129,0.1198115,0.09360409,-1.178536,-0.08671776,0.5274622,0.7287939,0.4279288,
2.549251,0.1197596,0.09357548,-1.178548,-0.08672023,0.5274606,0.728793,0.4279321,
2.560231,0.1197462,0.09364128,-1.178547,-0.08660797,0.5274232,0.7288033,0.4279832,
2.571504,0.119791,0.09367561,-1.178568,-0.0866285,0.5274158,0.7288002,0.4279934,
2.582516,0.1198344,0.09364223,-1.178586,-0.08651688,0.5273686,0.7288346,0.4280155,
2.593631,0.1199527,0.09364223,-1.178501,-0.08661073,0.5273155,0.7288852,0.4279758,
2.604737,0.1199865,0.0936327,-1.178514,-0.08656954,0.5273139,0.728873,0.4280068,
2.615717,0.1200233,0.09367371,-1.178513,-0.0866381,0.5272728,0.7288857,0.4280221,
2.626928,0.1199751,0.09365273,-1.178548,-0.08667869,0.5272405,0.7289299,0.4279783,
2.638046,0.1199472,0.09365845,-1.178561,-0.08665044,0.5272437,0.7289296,0.4279806,
2.649175,0.1199801,0.09367371,-1.178534,-0.08673414,0.5272524,0.7289203,0.4279689,
2.660376,0.1199799,0.09369373,-1.178596,-0.08665212,0.5272338,0.7289256,0.4279993,
2.671387,0.1199465,0.09370422,-1.178582,-0.08659366,0.5272268,0.7288732,0.428109,
2.68269,0.1200142,0.09367752,-1.178586,-0.08650982,0.5272322,0.7288772,0.4281125,
2.693642,0.1199536,0.09365559,-1.178569,-0.08645234,0.5272514,0.7288638,0.4281232,
2.704701,0.1200106,0.09368324,-1.178668,-0.08637256,0.5272006,0.7288424,0.4282383,
2.715867,0.1200159,0.09367847,-1.17863,-0.08633193,0.5272092,0.7288238,0.4282677,
2.726857,0.1200013,0.09369469,-1.178611,-0.08627779,0.5271642,0.7287823,0.4284046,
2.738003,0.1199894,0.09365273,-1.178569,-0.08625216,0.5272247,0.728796,0.4283119,
2.749046,0.1199365,0.09363842,-1.178603,-0.08621345,0.5271739,0.7287599,0.4284437,
2.760139,0.1199901,0.09367561,-1.178594,-0.08615183,0.527197,0.7287389,0.4284634,
2.771367,0.1199841,0.09365273,-1.178603,-0.08609607,0.5271439,0.7287661,0.4284936,
2.782571,0.1199932,0.09370041,-1.178691,-0.08608675,0.5271074,0.7287597,0.4285513,
2.795871,0.1199856,0.09369564,-1.178655,-0.08605856,0.5271342,0.7287657,0.4285139,
2.804656,0.1201503,0.09365654,-1.178738,-0.08594418,0.5270817,0.7287815,0.4285744,
2.815769,0.1201754,0.09348583,-1.178595,-0.0860879,0.5270237,0.7288493,0.4285017,
2.826861,0.1201062,0.09342384,-1.178425,-0.08597483,0.5270187,0.7288194,0.4285813,
2.837971,0.1200466,0.09343147,-1.178432,-0.08592694,0.5269461,0.728887,0.4285652,
2.849071,0.1200182,0.0934763,-1.17847,-0.08588963,0.5269526,0.7288355,0.4286522,
2.860149,0.1200061,0.09348392,-1.178582,-0.08587402,0.5269173,0.7288457,0.4286815,
2.871189,0.1199987,0.0934782,-1.178573,-0.08584341,0.526896,0.7288663,0.4286788,
2.882338,0.1199839,0.09350109,-1.178544,-0.08575542,0.5268684,0.7288879,0.4286937,
2.893491,0.1200738,0.0935545,-1.178586,-0.08581197,0.526903,0.7288626,0.4286827,
2.904722,0.1200204,0.09360027,-1.1785,-0.08572531,0.5267897,0.7289319,0.4287214,
2.916146,0.1200683,0.09352779,-1.178451,-0.08571166,0.5268425,0.7289299,0.4286626,
2.926974,0.1200659,0.09360886,-1.178381,-0.08574157,0.5268171,0.7289148,0.4287137,
2.93794,0.1201615,0.09355927,-1.17851,-0.08576453,0.5268642,0.7288751,0.4287186,
2.949044,0.1201439,0.09356499,-1.178528,-0.085719,0.52679,0.7288985,0.4287792,
2.960184,0.1201642,0.09356689,-1.178554,-0.08578828,0.5267929,0.7289279,0.4287119,
2.971183,0.1201801,0.09348106,-1.17858,-0.08582328,0.5268843,0.7289041,0.4286328,
2.982262,0.1200948,0.09354401,-1.178624,-0.08575334,0.5268022,0.7289657,0.4286431,
2.993454,0.1201024,0.09353161,-1.178579,-0.0857515,0.5267974,0.7289831,0.4286197,
3.00444,0.1201377,0.09352779,-1.178535,-0.08561404,0.5267815,0.7289383,0.4287429,
3.015553,0.1201544,0.09355354,-1.178512,-0.0856826,0.5267438,0.7290032,0.4286652,
3.026607,0.1201417,0.09345245,-1.178484,-0.08562462,0.5267523,0.7289866,0.4286946,
3.037966,0.1201067,0.09349632,-1.178529,-0.08573833,0.5267768,0.7290087,0.4286042,
3.049017,0.1200657,0.09350586,-1.178514,-0.08582684,0.5266922,0.7290784,0.4285719,
3.060031,0.1200426,0.09347343,-1.178535,-0.08595773,0.5267112,0.7290941,0.4284954,
